Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right
Multi-object;;Responded Existence[invoice, purchase order] | | |;Binary;set();set();Responded Existence;invoice;purchase order;1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 0.5571190714836121, 'purchase order': 0.7390336990356445};0.6480763852596283;64bd7bf3-b349-429f-bdef-018d47341cef_Object_invoice_Object_purchase order;0.5864945531852783;['create invoice'];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Responded Existence[purchase order, order confirmation] | | |;Binary;set();set();Responded Existence;purchase order;order confirmation;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.6005205512046814, 'order confirmation': 0.6210375428199768};0.6107790470123291;64bd7bf3-b349-429f-bdef-018d47341cef_Object_purchase order_Object_order confirmation;0.5529269487627091;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, purchase order item] | | |;Binary;set();set();Responded Existence;purchase order;purchase order item;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.6005205512046814, 'purchase order item': 0.6102054119110107};0.6053629815578461;64bd7bf3-b349-429f-bdef-018d47341cef_Object_purchase order_Object_purchase order item;0.5480524898536744;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Alternate Precedence[payment block, invoice] | | |;Binary;set();set();Alternate Precedence;payment block;invoice;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'payment block': 0.69561368227005, 'invoice': 0.5063498020172119};0.600981742143631;bf88e7ca-13aa-490f-907a-186d4530cdf8_Object_payment block_Object_invoice;0.5441093743808808;[];['create invoice']
Multi-object;;Alternate Precedence[payment block, purchase order] | | |;Binary;set();set();Alternate Precedence;payment block;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'payment block': 0.69561368227005, 'purchase order': 0.5205576419830322};0.6080856621265411;bf88e7ca-13aa-490f-907a-186d4530cdf8_Object_payment block_Object_purchase order;0.5505029023654999;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[payment term, invoice] | | |;Binary;set();set();Alternate Precedence;payment term;invoice;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'payment term': 0.7836142182350159, 'invoice': 0.5063498020172119};0.6449820101261139;bf88e7ca-13aa-490f-907a-186d4530cdf8_Object_payment term_Object_invoice;0.5837096155651154;[];['create invoice']
Multi-object;;Alternate Precedence[payment term, purchase order] | | |;Binary;set();set();Alternate Precedence;payment term;purchase order;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'payment term': 0.7836142182350159, 'purchase order': 0.5205576419830322};0.652085930109024;bf88e7ca-13aa-490f-907a-186d4530cdf8_Object_payment term_Object_purchase order;0.5901031435497345;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[purchase order, invoice] | | |;Binary;set();set();Alternate Precedence;purchase order;invoice;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order': 0.6005205512046814, 'invoice': 0.5063498020172119};0.5534351766109467;bf88e7ca-13aa-490f-907a-186d4530cdf8_Object_purchase order_Object_invoice;0.5013174654014649;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];['create invoice']
Multi-object;;Succession[invoice, purchase order] | | |;Binary;set();set();Succession;invoice;purchase order;6;{1} occurs if and only if it is followed by {2};{'invoice': 0.5571190714836121, 'purchase order': 0.5205576419830322};0.5388383567333221;7b2fec0c-5b0c-4268-97c9-7fbb8a0a3ec9_Object_invoice_Object_purchase order;0.5043093597696673;['create invoice'];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[goods receipt, purchase order] | | |;Binary;set();set();Precedence;goods receipt;purchase order;2;{2} occurs only if it is preceded by {1};{'goods receipt': 0.6772770285606384, 'purchase order': 0.7390336990356445};0.7081553637981415;d8f4f190-c4de-4f48-a803-a50489f46968_Object_goods receipt_Object_purchase order;0.6437914403215532;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[quantity, purchase order] | | |;Binary;set();set();Precedence;quantity;purchase order;2;{2} occurs only if it is preceded by {1};{'quantity': 0.5423412322998047, 'purchase order': 0.7390336990356445};0.6406874656677246;d8f4f190-c4de-4f48-a803-a50489f46968_Object_quantity_Object_purchase order;0.583070332004178;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[goods receipt, purchase order] | | |;Binary;set();set();Precedence;goods receipt;purchase order;2;{2} occurs only if it is preceded by {1};{'goods receipt': 0.6772770285606384, 'purchase order': 0.7390336990356445};0.7081553637981415;423cc3fb-8f5d-4bb0-85de-84ba522b4fe1_Object_goods receipt_Object_purchase order;0.6437914403215532;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[quantity, purchase order] | | |;Binary;set();set();Precedence;quantity;purchase order;2;{2} occurs only if it is preceded by {1};{'quantity': 0.5423412322998047, 'purchase order': 0.7390336990356445};0.6406874656677246;423cc3fb-8f5d-4bb0-85de-84ba522b4fe1_Object_quantity_Object_purchase order;0.583070332004178;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Response[invoice, order confirmation] | | |;Binary;set();set();Alternate Response;invoice;order confirmation;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 1.0, 'order confirmation': 0.6210375428199768};0.8105187714099884;44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_order confirmation;0.7326927007206024;['create invoice'];[]
Multi-object;;Alternate Response[invoice, purchase order item] | | |;Binary;set();set();Alternate Response;invoice;purchase order item;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 1.0, 'purchase order item': 0.6102054119110107};0.8051027059555054;44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_purchase order item;0.7278182418115677;['create invoice'];[]
Multi-object;;Alternate Precedence[order confirmation, purchase order] | | |;Binary;set();set();Alternate Precedence;order confirmation;purchase order;18;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'order confirmation': 1.0000001192092896, 'purchase order': 0.7390336990356445};0.869516909122467;a17d4fad-d2f9-422a-8588-6aafadb1fa6b_Object_order confirmation_Object_purchase order;0.8406297343392527;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[purchase order item, purchase order] | | |;Binary;set();set();Alternate Precedence;purchase order item;purchase order;18;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order item': 0.5856505632400513, 'purchase order': 0.7390336990356445};0.6623421311378479;a17d4fad-d2f9-422a-8588-6aafadb1fa6b_Object_purchase order item_Object_purchase order;0.6541724341530955;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Precedence[delivery indicator, purchase order] | | |;Binary;set();set();Precedence;delivery indicator;purchase order;18;{2} occurs only if it is preceded by {1};{'delivery indicator': 0.6360528469085693, 'purchase order': 0.7390336990356445};0.6875432729721069;86b791e7-f43b-4d95-89e5-64a9e762960b_Object_delivery indicator_Object_purchase order;0.6768534618039286;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Responded Existence[purchase order, order confirmation] | | |;Binary;set();set();Responded Existence;purchase order;order confirmation;16;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 1.0, 'order confirmation': 1.0000001192092896};1.0000000596046448;cd6e8067-6886-4982-a97e-a17944d2de01_Object_purchase order_Object_order confirmation;0.9516129568699868;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Responded Existence[purchase order, purchase order item] | | |;Binary;set();set();Responded Existence;purchase order;purchase order item;16;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 1.0, 'purchase order item': 0.5856505632400513};0.7928252816200256;cd6e8067-6886-4982-a97e-a17944d2de01_Object_purchase order_Object_purchase order item;0.7651556566838296;['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order'];[]
Multi-object;;Succession[price, purchase order] | | |;Binary;set();set();Succession;price;purchase order;1;{1} occurs if and only if it is followed by {2};{'price': 0.5162217020988464, 'purchase order': 0.6031524538993835};0.559687077999115;933f5d75-e73a-49b1-85c0-bcdfb4249132_Object_price_Object_purchase order;0.5069441766508164;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[purchase order item, invoice] | | |;Binary;set();set();Alternate Precedence;purchase order item;invoice;2;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order item': 0.5767530202865601, 'invoice': 0.5571190714836121};0.5669360458850861;ba3e6975-dc19-4a20-9135-aa510715fe9b_Object_purchase order item_Object_invoice;0.5166940541998033;[];['create invoice']
Multi-object;;Alternate Precedence[purchase order item, purchase order] | | |;Binary;set();set();Alternate Precedence;purchase order item;purchase order;2;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'purchase order item': 0.5767530202865601, 'purchase order': 0.6005205512046814};0.5886367857456207;ba3e6975-dc19-4a20-9135-aa510715fe9b_Object_purchase order item_Object_purchase order;0.5362247200742845;[];['create purchase order', 'check purchase order', 'approve purchase order', 'archive purchase order', 'reject purchase order']
Multi-object;;Alternate Precedence[quantity, invoice] | | |;Binary;set();set();Alternate Precedence;quantity;invoice;2;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'quantity': 0.5423005819320679, 'invoice': 0.5571190714836121};0.54970982670784;ba3e6975-dc19-4a20-9135-aa510715fe9b_Object_quantity_Object_invoice;0.5011904569402817;[];['create invoice']
